DrugName	CellLineName	PrimaryTissue	ExperimentNumber	TrtDuration	doublingtime	maxlog10Concentration	GR_AOC	meanviability	GRmax	Emax	GRinf	GEC50	GR50	R_square_GR	pval_GR	flat_fit_GR	h_GR	N_conc	log10_conc_step	Norm_CellLineName	Norm_DrugName	GR_05uM_fit
Paclitaxel	NCI-H2405	Lung	11b	72	47	-5.522879	0.373888888888889	0.736300151291667	0.364	0.53244108	0.375758769790269	1.40707149830186e-08	3.07422447104601e-08	0.987651281460304	2.09255374899624e-07	0	1.78158421375971	9	0.477031875	NCIH2405	PACLITAXEL	0.376835221211233
Paclitaxel	COLO 201	Colon	11b	72	40	-5.522879	0.596888888888889	0.582418149366667	-0.11	0.21086189	-0.108641634980238	2.51930976309489e-08	2.38852024149138e-08	0.992071957724847	4.4369123613074e-08	0	3.68820315160576	9	0.477031875	COLO201	PACLITAXEL	-0.108623459653518
Paclitaxel	SK-OV-3	Ovary	11b	72	43	-5.522879	0.521555555555556	0.627968652986111	0.018	0.3226524	0.0072484332809337	2.75503404672218e-08	2.79209253412685e-08	0.995213320732499	7.58787468110314e-09	0	1.09291203471512	9	0.477031875	SKOV3	PACLITAXEL	0.0473471081603019
Paclitaxel	RPMI-7951	Skin	11b	72	30	-5.522879	0.642777777777778	0.504265163361111	-0.191	0.1088850125	-0.186680758628071	2.10652443260086e-08	1.79425131673494e-08	0.99247769710178	3.69171239438389e-08	0	1.97730328738746	9	0.477031875	RPMI7951	PACLITAXEL	-0.18442179948942
Paclitaxel	G-361	Skin	11b	72	35	-5.522879	0.535333333333333	0.586652743111111	-0.052	0.1919471125	-0.0606011694647942	3.34102385547971e-08	3.12979649439344e-08	0.994350233024674	1.35552295025641e-08	0	1.75168916674934	9	0.477031875	G361	PACLITAXEL	-0.0514098295147149
Paclitaxel	Hs 294T	Skin	11b	72	36	-5.522879	0.632666666666667	0.51356868117037	-0.081	0.210947153333333	-0.027635008101338	1.13932196416115e-08	1.09868780059218e-08	0.986179693229045	3.10321518192961e-07	0	1.48131817526439	9	0.477031875	HS294T	PACLITAXEL	-0.0238555047927636
Paclitaxel	C32	Skin	11b	72	60	-5.522879	0.549222222222222	0.694734516280556	-0.279	0.2937542	-0.262962136051661	5.62384861758228e-08	4.60322714542206e-08	0.98493243143402	4.19905069127274e-07	0	2.11027267516975	9	0.477031875	C32	PACLITAXEL	-0.250529003935175
Paclitaxel	SW 982	Breast	11b	72	43	-5.522879	0.793	0.474648277138889	-0.386	0.138618875	-0.408247060143976	1.83046153193091e-08	9.01719532658741e-09	0.987926016456427	1.9340915546757e-07	0	0.843067191344812	9	0.477031875	SW982	PACLITAXEL	-0.326633700191953
Paclitaxel	MDA-MB-175-VII	Breast	11b	72	65	-5.522879	0.103333333333333	0.943293446862963	0.716	0.844219723333333	0.778418878220531	2.72193264042837e-08	Inf	0.704415260833974	0.0140406439988399	0	5	9	0.477031875	MDAMB175VII	PACLITAXEL	0.778419005942359
Paclitaxel	CAMA-1	Breast	11b	72	53	-5.522879	0.418111111111111	0.732910061263889	0.263	0.5224402475	0.267886752288592	2.56969945666186e-08	4.26230938727604e-08	0.948336060801563	3.13441363576592e-05	0	1.51650016279703	9	0.477031875	CAMA1	PACLITAXEL	0.275919929446842
Paclitaxel	HCC1806	Breast	11b	72	35	-5.522879	0.786333333333333	0.451707494138889	-0.385	0.0832115999999999	-0.373761122123253	1.78958616165203e-08	1.29133736606726e-08	0.994986980642601	8.91965045806018e-09	0	1.71066093010064	9	0.477031875	HCC1806	PACLITAXEL	-0.369164169754874
Paclitaxel	SK-BR-3	Breast	11b	72	73	-5.522879	0.686666666666667	0.659610478740741	-0.247	0.381593533333333	-0.21640363024835	2.21914991645022e-08	1.95488966131367e-08	0.988326430533305	1.7187505578844e-07	0	2.83645685270596	9	0.477031875	SKBR3	PACLITAXEL	-0.216226628695223
Paclitaxel	BT-549	Breast	11b	72	43	-5.522879	0.796555555555556	0.485128179222222	-0.374	0.140163575	-0.372071151350184	1.60163972539783e-08	1.13472331904332e-08	0.992518130948481	3.62272493235751e-08	0	1.61404479221139	9	0.477031875	BT549	PACLITAXEL	-0.366778693224091
Paclitaxel	NCI-H661	Lung	11b	72	46	-5.522879	0.950888888888889	0.440346485746667	-0.659	0.05245683	-0.677444085422837	1.87557601256381e-08	1.08650682820615e-08	0.996113927989039	3.65837275575676e-09	0	1.56881831066116	9	0.477031875	NCIH661	PACLITAXEL	-0.667777770153996
Paclitaxel	TOV-112D	Ovary	11b	72	31	-5.522879	0.966777777777778	0.34798381291	-0.536	0.0290786900000001	-0.531788627308001	9.89647981030834e-09	6.47765519432081e-09	0.995954493606896	4.21119276422171e-09	0	1.70931080945699	9	0.477031875	TOV112D	PACLITAXEL	-0.529914147313499
Paclitaxel	NCI-H1155	Lung	11b	72	24	-5.522879	0.390222222222222	0.625226163333333	0.038	0.1396807	0.0861818580728304	8.57155682246728e-08	8.98957735796902e-08	0.996288408027993	3.11501967031257e-09	0	3.97302728570703	9	0.477031875	NCIH1155	PACLITAXEL	0.0870088192386741
Paclitaxel	RERF-LC-MS	Lung	11b	72	36	-5.522879	0.916111111111111	0.403124289277778	-0.556	0.049220265	-0.557884772932725	1.55455374607255e-08	9.81843029076276e-09	0.998871802704779	4.82333792344044e-11	0	1.63089977444732	9	0.477031875	RERFLCMS	PACLITAXEL	-0.552481408327404
Paclitaxel	HOP-62	Lung	11b	72	36	-5.522879	0.608222222222222	0.542283011125926	-0.132	0.17756685	-0.157082707566289	2.91209673717866e-08	2.36855462128263e-08	0.991375945288321	5.95648785581406e-08	0	1.32241271472881	9	0.477031875	HOP62	PACLITAXEL	-0.130749799215508
Paclitaxel	HCC38	Breast	11b	72	47	-5.522879	0.542888888888889	0.631585485722222	0.0820000000000001	0.3899576025	0.133438348327424	9.64985529357935e-09	1.1748578258204e-08	0.981058141682771	9.35360537764908e-07	0	1.57753166169834	9	0.477031875	HCC38	PACLITAXEL	0.135145737999597
Paclitaxel	HCC1187	Breast	11b	72	42	-5.522879	0.943	0.434327234769444	-0.679	0.0433399499999999	-0.69488824065799	2.12466057625772e-08	1.26429334562771e-08	0.997198545358698	1.16370414974427e-09	0	1.67829319228166	9	0.477031875	HCC1187	PACLITAXEL	-0.686476216673216
Paclitaxel	HCC1419	Breast	11b	72	60	-5.522879	-0.00477777777777772	1.00284649181944	1.012	0.9769771797	1.00477777777778	0	Inf	-0.030438218154281	1	1	1e-04	9	0.477031875	HCC1419	PACLITAXEL	1.004778
Paclitaxel	U-2 OS	Bone	11b	72	30	-5.522879	0.409222222222222	0.632891207957778	0.113	0.24487421	0.092993929167443	6.24932441439273e-08	7.15538229215741e-08	0.997125060052301	1.27409180178451e-09	0	1.51988885065803	9	0.477031875	U2OS	PACLITAXEL	0.129883986179683
Paclitaxel	KPL-1	Breast	11b	72	45	-5.522879	0.443444444444444	0.685856826422222	0.202	0.42943531	0.210184010238665	1.87228920984685e-08	2.60516186785792e-08	0.976409636458622	2.01637459905147e-06	0	1.65094608773879	9	0.477031875	KPL1	PACLITAXEL	0.213654391862642
Paclitaxel	EFM-19	Breast	11b	72	64	-5.522879	0.950444444444445	0.503309661311111	-0.687	0.124257825	-0.669717860941995	1.8696533003827e-08	1.43751502466703e-08	0.996544995306729	2.42421004134549e-09	0	3.23359929683473	9	0.477031875	EFM19	PACLITAXEL	-0.66967738549265
Paclitaxel	MDA-MB-436	Breast	11b	72	39	-5.522879	0.529555555555556	0.604764624158333	0.002	0.278949665	0.0570764555768606	2.06922955710632e-08	2.16060153236955e-08	0.996603063546263	2.28457794152079e-09	0	2.80513799077109	9	0.477031875	MDAMB436	PACLITAXEL	0.0572007571228535
Paclitaxel	BT-20	Breast	11b	72	50	-5.522879	0.760777777777778	0.541180843036111	-0.296	0.1704414	-0.340681153174708	1.94062907526874e-08	1.62546523031804e-08	0.994425605554782	1.29327813981656e-08	0	2.93200477456331	9	0.477031875	BT20	PACLITAXEL	-0.340583441509925
Paclitaxel	HDQ-P1	Breast	11b	72	72	-5.522879	0.590222222222222	0.704836373777778	-0.103	0.448473713333333	-0.0291638870456622	2.14370290324764e-08	2.09571509874954e-08	0.978880931653803	1.36886823237385e-06	0	2.50399793448234	9	0.477031875	HDQP1	PACLITAXEL	-0.0287772208543227
Paclitaxel	CAL-148	Breast	11b	72	35	-5.522879	0.693333333333333	0.518150768281481	-0.215	0.102455	-0.251078927035632	1.88690214425904e-08	1.73942722579238e-08	0.991574802036437	5.48946978997176e-08	0	5	9	0.477031875	CAL148	PACLITAXEL	-0.25107880424061
Paclitaxel	NCI-H1838	Lung	11b	72	52	-5.522879	0.506111111111111	0.6765326192	0.13	0.45347297	0.228116268769745	7.55395474511391e-09	9.83236510308811e-09	0.982545378043266	7.02565087429253e-07	0	2.31113226028091	9	0.477031875	NCIH1838	PACLITAXEL	0.228164099728154
Paclitaxel	NCI-H2009	Lung	11b	72	49	-5.522879	0.842666666666667	0.480020554296296	-0.276	0.19947955	-0.283764331321575	7.83779972337903e-09	6.22499680687915e-09	0.988815834256505	1.47949186194269e-07	0	1.95108124882507	9	0.477031875	NCIH2009	PACLITAXEL	-0.283377852631897
Paclitaxel	VMRC-LCD	Lung	11b	72	42	-5.522879	0.546777777777778	0.614791224675	-0.0649999999999999	0.27164802	-0.0430760112481569	2.83516762008503e-08	2.71313090520986e-08	0.996270037345502	3.169317089281e-09	0	1.87830388452834	9	0.477031875	VMRCLCD	PACLITAXEL	-0.0383418937976286
Paclitaxel	SU-DHL-1	Lymph Node	11b	72	50	-5.522879	0.808	0.497726993621389	-0.195	0.268390285	-0.168896583421336	5.70297043171364e-09	5.00261602901666e-09	0.996613900732858	2.25916993691053e-09	0	2.2210931622714	9	0.477031875	SUDHL1	PACLITAXEL	-0.168840046154376
Paclitaxel	NCI-H727	Lung	11b	72	42	-5.522879	0.14	0.890580041083333	0.55	0.645869965	0.539658769366967	1.37160953477564e-07	Inf	0.91908726088473	0.000150681231897361	0	1.64222996058463	9	0.477031875	NCIH727	PACLITAXEL	0.588810322188972
Paclitaxel	NCI-H1651	Lung	11b	72	68	-5.522879	0.711666666666667	0.633374241233333	-0.64	0.16268205	-0.494595804629908	5.2536350090429e-08	3.73563983279501e-08	0.967482559620961	6.20022192089157e-06	0	2.01679206494523	9	0.477031875	NCIH1651	PACLITAXEL	-0.478874807670568
Paclitaxel	KNS-62	Lung	11b	72	37	-5.522879	0.734444444444444	0.459058283833333	-0.166	0.182227125	-0.157095480408645	8.89095987542156e-09	6.99807710684081e-09	0.988966988327706	1.41068247702465e-07	0	1.14127689825372	9	0.477031875	KNS62	PACLITAXEL	-0.145567295610797
Paclitaxel	HT	Lymph Node	11b	72	35	-5.522879	0.746555555555556	0.461016824675185	-0.174	0.152180566666667	-0.182784325398758	1.0468903194879e-08	9.83645198372884e-09	0.998331434747181	1.89758475965713e-10	0	5	9	0.477031875	HT	PACLITAXEL	-0.182784295240506
Paclitaxel	HCT-15	Colon	11b	72	21	-5.522879	0.218222222222222	0.766995765388889	0.217	0.18198094	0.230207517468798	2.71742160457781e-07	3.21615571558428e-07	0.990256083908546	9.13203093506871e-08	0	3.66138288654131	9	0.477031875	HCT15	PACLITAXEL	0.304774117829663
Paclitaxel	CL-34	Colon	11b	72	52	-5.522879	0.357777777777778	0.772726570005556	0.177	0.4607939225	0.190220273805314	6.06837431787821e-08	7.0079258021654e-08	0.986367592665248	2.95803930230046e-07	0	3.32576050376759	9	0.477031875	CL34	PACLITAXEL	0.190947946068477
Paclitaxel	SW 1463	Colon	11b	72	49	-5.522879	0.323555555555556	0.777822892833333	0.416	0.59279707	0.446419702214401	1.48905227824761e-08	3.74916240696121e-08	0.965197306885019	7.86402674707181e-06	0	2.41871842014861	9	0.477031875	SW1463	PACLITAXEL	0.446532415190691
Paclitaxel	SU-DHL-6	Lymph Node	11b	72	NA	NA	NA	0.302573977259259	NA	0.0183839666666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	SUDHL6	PACLITAXEL	NA
Paclitaxel	HeLa	Cervix	11b	72	25	-5.522879	0.721	0.473852430666667	-0.522	0.0162115	-0.530416762260068	4.82723801413753e-08	3.06976325049218e-08	0.999041767560635	2.72362957760589e-11	0	1.59741997111609	9	0.477031875	HELA	PACLITAXEL	-0.494710695336248
Paclitaxel	SF268	Brain	11b	72	44	-5.522879	0.614111111111111	0.576358193916667	-0.026	0.28281753	-0.0387382818327072	1.46121906109135e-08	1.38643068659099e-08	0.995199976651522	7.6621689629044e-09	0	1.42032677513104	9	0.477031875	SF268	PACLITAXEL	-0.0319070716844403
Paclitaxel	SF539	Brain	11b	72	37	-5.522879	0.922888888888889	0.405407711322222	-0.608	0.0418942624999999	-0.611840777414434	1.75105429977687e-08	9.45070981687874e-09	0.99607998274487	3.77144627475519e-09	0	1.2958439098566	9	0.477031875	SF539	PACLITAXEL	-0.591168233045717
Paclitaxel	LN-18	Brain	11b	72	30	-5.522879	0.374	0.795086920453889	-0.312	0.077194715	-0.282248397352414	1.42610138511987e-07	1.23488736886155e-07	0.96060286365909	1.21374175838406e-05	0	3.10884813804686	9	0.477031875	LN18	PACLITAXEL	-0.256808961713819
Paclitaxel	LN-229	Brain	11b	72	35	-5.522879	0.599111111111111	0.578323548352778	-0.319	0.10906651	-0.283864752316933	4.52399454890411e-08	3.79245885412259e-08	0.996553627424659	2.40307757103774e-09	0	2.54919170712166	9	0.477031875	LN229	PACLITAXEL	-0.281061811027064
Paclitaxel	Hs 683	Brain	11b	72	55	-5.522879	0.941111111111111	0.482063020194444	-0.677	0.0920891874999999	-0.663604267830613	1.67839740368922e-08	1.14875569202389e-08	0.994178941995641	1.50489688771688e-08	0	2.22773857368276	9	0.477031875	HS683	PACLITAXEL	-0.662739392388551
Paclitaxel	A172	Brain	11b	72	44	-5.522879	0.389222222222222	0.735762158472222	-0.011	0.31571419	0.102540159110822	3.71924220681678e-08	3.89394498777539e-08	0.948486974389057	3.10248511127835e-05	0	5	9	0.477031875	A172	PACLITAXEL	0.102542243789583
Paclitaxel	SCC-3	Blood	11b	72	NA	NA	NA	0.469946349681482	NA	0.0777721333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCC3	PACLITAXEL	NA
Paclitaxel	SU-DHL-16	Lymph Node	11b	72	29	-5.522879	1.02766666666667	0.397349963074074	-0.796	0.00344873333333329	-0.786641890039661	1.66520108210118e-08	1.22990239330322e-08	0.99965769858769	7.42045299753307e-13	0	3.11930122956698	9	0.477031875	SUDHL16	PACLITAXEL	-0.786597920642681
Paclitaxel	SU-DHL-5	Lymph Node	11b	72	40	-5.522879	1.30322222222222	0.286693491655556	-0.906	0.00331276999999996	-0.911785922365483	5.90516783218716e-09	3.58515172731625e-09	0.998314190370479	1.96711547918106e-10	0	2.08005285971049	9	0.477031875	SUDHL5	PACLITAXEL	-0.911599003871531
Paclitaxel	OVCAR-8	Ovary	11b	72	28	-5.522879	0.717555555555556	0.460075821611111	-0.299	0.0577160249999999	-0.299461308213878	2.13801391657782e-08	1.75866604374254e-08	0.997762394023009	5.29959457699015e-10	0	2.40285624283328	9	0.477031875	OVCAR8	PACLITAXEL	-0.298794297214019
Paclitaxel	A2780	Ovary	11b	72	20	-5.522879	0.362777777777778	0.570104708637778	0.334	0.229703913333333	0.339017631334361	2.11224280072211e-08	3.22575129243117e-08	0.998303250109528	2.0121595044832e-10	0	2.67659802109253	9	0.477031875	A2780	PACLITAXEL	0.339156227025536
Paclitaxel	SU-DHL-8	Lymph Node	11b	72	23	-5.522879	0.541222222222222	0.447991085133333	0.122	0.1637008	0.192558319710786	7.13222362434105e-09	8.45398593307783e-09	0.983490028928053	5.7824527549539e-07	0	2.86046956789726	9	0.477031875	SUDHL8	PACLITAXEL	0.192562540444141
Paclitaxel	U-698-M	Lymph Node	11b	72	30	-5.522879	1.00733333333333	0.362586852916667	-0.698	0.00846311249999998	-0.709579612776695	1.45860911703843e-08	8.45888842493334e-09	0.995495903039281	6.1323517632949e-09	0	1.62139857114531	9	0.477031875	U698M	PACLITAXEL	-0.704051379161672
Paclitaxel	KARPAS-1106P	Lymph Node	11b	72	71	-5.522879	0.980111111111111	0.507322881488889	-0.675	0.142479715	-0.66422694714823	1.30945674194361e-08	1.02660809375673e-08	0.993831290316346	1.84365714465468e-08	0	3.47317528458903	9	0.477031875	KARPAS1106P	PACLITAXEL	-0.664221565804862
Paclitaxel	MHH-PREB-1	Lymph Node	11b	72	26	-5.522879	0.947333333333333	0.343924391458333	-0.489	0.022808925	-0.478794122563375	9.32433098961345e-09	7.43621102337349e-09	0.999587604074199	1.42429608757139e-12	0	2.96869130931126	9	0.477031875	MHHPREB1	PACLITAXEL	-0.478783235960788
Paclitaxel	OCI-LY-19	Lymph Node	11b	72	29	-5.522879	0.916222222222222	0.380336837111111	-0.491	0.0310701600000001	-0.506087981605548	1.28925255986012e-08	1.02344618077433e-08	0.997473396064957	8.1073717752945e-10	0	3.02839227713663	9	0.477031875	OCILY19	PACLITAXEL	-0.506064727493295
Paclitaxel	REC-1	Lymph Node	11b	72	32	-5.522879	0.342	0.748680353366389	-0.285	0.0986829750000001	-0.267878758724525	3.30735188297863e-07	3.03539960870164e-07	0.998727839734749	7.34338661099531e-11	0	5	9	0.477031875	REC1	PACLITAXEL	-0.125368332691187
Paclitaxel	SR	Lymph Node	11b	72	26	-5.522879	0.986444444444444	0.363909413851852	-0.615	0.00950611333333329	-0.613009018347821	1.19886458920377e-08	9.43563126173762e-09	0.99906019972555	2.54462908183707e-11	0	3.34164851605684	9	0.477031875	SR	PACLITAXEL	-0.613002784198407
Paclitaxel	HOP-92	Lung	11b	72	55	-5.522879	0.558222222222222	0.660652167	0.0629999999999999	0.43691598	0.0660076725578254	1.39373814935526e-08	1.55158144132543e-08	0.981351165401928	8.85688365554399e-07	0	1.31967119146121	9	0.477031875	HOP92	PACLITAXEL	0.0742243367831747
Paclitaxel	RI-1	Lymph Node	11b	72	36	-5.522879	0.595	0.552591439544444	-0.026	0.231724825	-0.0277257961623986	1.55865005139998e-08	1.54191684963469e-08	0.998779200244959	6.35704838756978e-11	0	5	9	0.477031875	RI1	PACLITAXEL	-0.0277257697468748
Paclitaxel	RL	Lymph Node	11b	72	43	-5.522879	1.065	0.379524425861111	-0.648	0.054572565	-0.630421172947686	7.77927392769581e-09	6.39850827103867e-09	0.99775736343141	5.34141286732063e-10	0	4.17474554364339	9	0.477031875	RL	PACLITAXEL	-0.630421153843721
Paclitaxel	OAW42	Ovary	11b	72	55	-5.522879	0.495888888888889	0.707460752891667	-0.38	0.215738775	-0.523458557296958	2.15793079129232e-07	1.01905863894942e-07	0.981076584321197	9.32176934577496e-07	0	0.954768736329956	9	0.477031875	OAW42	PACLITAXEL	-0.0518904754208775
Paclitaxel	OV56	Ovary	11b	72	35	-5.522879	0.543111111111111	0.569784312988889	-0.013	0.228435875	-0.0308352873788285	2.76084898251061e-08	2.63032129426535e-08	0.996713142105523	2.03579127157696e-09	0	1.23561686666348	9	0.477031875	OV56	PACLITAXEL	-0.00285063475430422
Paclitaxel	EB1	Lymph Node	11b	72	NA	NA	NA	0.434403086083333	NA	0.0899919	NA	NA	NA	NA	NA	NA	NA	NA	NA	EB1	PACLITAXEL	NA
Paclitaxel	Daudi	Blood	11b	72	34	-5.522879	0.561444444444444	0.565606693283333	-0.088	0.1844905725	0.0150654316734461	1.47345601517989e-08	1.48885963239047e-08	0.948549735129334	3.08927558489472e-05	0	2.94179749508008	9	0.477031875	DAUDI	PACLITAXEL	0.0150963743878187
Paclitaxel	LS1034	Colon	11b	72	46	-5.522879	0.280555555555556	0.800944537692593	0.33	0.513468473333333	0.323470684016683	6.34639674416627e-08	1.27221548792679e-07	0.964491627943336	8.43640977446183e-06	0	1.49703005122318	9	0.477031875	LS1034	PACLITAXEL	0.352912295434452
Paclitaxel	SK-CO-1	Colon	11b	72	55	-5.522879	0.745111111111111	0.56492332825	-0.288	0.25333425	-0.276048222365128	1.52643729816451e-08	1.19943647983412e-08	0.998032721822184	3.37699339238988e-10	0	1.82345343927546	9	0.477031875	SKCO1	PACLITAXEL	-0.27385005889735
Paclitaxel	SW 837	Colon	11b	72	48	-5.522879	0.315111111111111	0.781344532833333	0.35	0.55433683	0.372201062233982	3.23758149779643e-08	7.74344798864379e-08	0.956910335856085	1.66075619715804e-05	0	1.56435533641664	9	0.477031875	SW837	PACLITAXEL	0.380756398434082
Paclitaxel	DLD-1	Colon	11b	72	33	-5.522879	0.357777777777778	0.696255111444444	0.0940000000000001	0.2683777	0.102744452640026	1.00460757331724e-07	1.14737475532534e-07	0.990525786217187	8.27753700199784e-08	0	1.73110444759295	9	0.477031875	DLD1	PACLITAXEL	0.155248831136245
Paclitaxel	RKO	Colon	11b	72	24	-5.522879	0.739	0.429346484894444	-0.41	0.025581305	-0.395512814713938	2.87038916318077e-08	2.08872396964659e-08	0.997163411552048	1.21559010049777e-09	0	1.83327751368495	9	0.477031875	RKO	PACLITAXEL	-0.388145911066739
Paclitaxel	COLO 741	Colon	11b	72	32	-5.522879	0.563111111111111	0.55712513485	-0.071	0.13643579	-0.086057918058523	2.97199164916458e-08	2.78637558924956e-08	0.990358543322796	8.80033671937105e-08	0	2.46253608755713	9	0.477031875	COLO741	PACLITAXEL	-0.0850190546110907
Paclitaxel	C2BBe1	Colon	11b	72	56	-5.522879	0.109333333333333	0.931947020333333	0.617	0.76105414	0.641030830275328	1.50559917981826e-07	Inf	0.869611327294311	0.00080045979907461	0	5	9	0.477031875	C2BBE1	PACLITAXEL	0.641917302374303
Paclitaxel	HPAC	Pancreas	11b	72	30	-5.522879	0.359444444444444	0.669126587518519	0.217	0.303516933333333	0.260113733321144	3.66259129939795e-08	5.05192172059098e-08	0.984164051754034	4.99751674677263e-07	0	2.28373191376768	9	0.477031875	HPAC	PACLITAXEL	0.261999979246353
Paclitaxel	GRANTA-519	Lymph Node	11b	72	49	-5.522879	0.987	0.427492231252778	-0.56	0.0992572725	-0.566468061143998	1.07031608596298e-08	8.77246269271223e-09	0.99867758326578	8.40986795628622e-11	0	3.80803170630457	9	0.477031875	GRANTA519	PACLITAXEL	-0.56646741202536
Paclitaxel	DB	Lymph Node	11b	72	50	-5.522879	1.10622222222222	0.392346940805556	-0.797	0.0370109049999999	-0.753276977898928	8.70024159479036e-09	6.16394858283872e-09	0.989943064904325	1.02006950772481e-07	0	2.66633868549125	9	0.477031875	DB	PACLITAXEL	-0.753241307063929
Paclitaxel	HEL	Blood	11b	72	36	-5.522879	0.584	0.604430859851852	-0.39	0.0929342333333334	-0.380905915519192	7.11940957691013e-08	5.68203577182689e-08	0.997076592426903	1.35086760438046e-09	0	2.51132820724004	9	0.477031875	HEL	PACLITAXEL	-0.370648870689268
Paclitaxel	A-431	Skin	11b	72	30	-5.522879	0.660333333333333	0.47268952375	-0.179	0.11785214	-0.184538227715778	1.97338025848851e-08	1.56119884756762e-08	0.996176735240976	3.45557487792333e-09	0	1.34077909694295	9	0.477031875	A431	PACLITAXEL	-0.169200582029
Paclitaxel	LS-180	Colon	11b	72	27	-5.522879	0.319444444444444	0.661218205262963	0.409	0.386301596666667	0.412838718093414	2.28295993698402e-08	6.90962230500152e-08	0.996722108361275	2.01642035876267e-09	0	1.57737166510221	9	0.477031875	LS180	PACLITAXEL	0.417315946495939
Paclitaxel	Hep G2	Liver	11b	72	29	-5.522879	0.0983333333333333	0.885006626713889	0.815	0.7702285425	0.808798437353571	3.71354816689595e-08	Inf	0.958062493626804	1.51045959487829e-05	0	1.22398811944997	9	0.477031875	HEPG2	PACLITAXEL	0.816414528255497
Paclitaxel	BxPC-3	Pancreas	11b	72	45	-5.522879	0.617555555555556	0.5856924315	-0.16	0.2442258625	-0.193609764816562	3.25158928914046e-08	2.45260971303944e-08	0.992998475108739	2.87193251057011e-08	0	1.16067932758405	9	0.477031875	BXPC3	PACLITAXEL	-0.145586989536088
Paclitaxel	LNCAP clone FGC	Prostate	11b	72	70	-5.522879	0.922111111111111	0.531923523433333	-0.458	0.251664465	-0.466232476748893	1.00854880724751e-08	6.68712662559215e-09	0.994136894432101	1.54328806909721e-08	0	1.60324911997877	9	0.477031875	LNCAPCLONEFGC	PACLITAXEL	-0.463430763636195
Paclitaxel	MDA-MB-231	Breast	11b	72	48	-5.522879	0.611666666666667	0.598980919305556	-0.098	0.303070525	-0.0950474286903182	2.18674743766091e-08	1.87231076675727e-08	0.995207939772904	7.61777141717109e-09	0	1.12104424852514	9	0.477031875	MDAMB231	PACLITAXEL	-0.0632107287012112
Paclitaxel	ML-2	Bone Marrow	11b	72	39	-5.522879	0.942777777777778	0.478224580713333	-0.89	0.00471310200000008	-0.903671605700043	3.8414337542177e-08	2.67118617364024e-08	0.998065370969659	3.18487176901896e-10	0	2.8411040727143	9	0.477031875	ML2	PACLITAXEL	-0.902374564352576
Paclitaxel	SW 1990	Pancreas	11b	72	42	-5.522879	0.486444444444444	0.641759666155556	0.123	0.371961385	0.134957398426105	1.85585733534459e-08	2.38501888550144e-08	0.996097918750505	3.7113941447685e-09	0	1.25406077604737	9	0.477031875	SW1990	PACLITAXEL	0.148643227277726
Paclitaxel	MIA Paca-2	Pancreas	11b	72	28	-5.522879	0.540444444444444	0.538319338777778	-0.091	0.13173671	-0.0175306904495763	2.71445720991542e-08	2.6792214079039e-08	0.995846535495231	4.61781746319809e-09	0	2.63748018646469	9	0.477031875	MIAPACA2	PACLITAXEL	-0.0170627628505368
Paclitaxel	HCT 116	Colon	11b	72	21	-5.522879	0.145888888888889	0.817465682222222	0.502	0.3747673125	0.532280392898873	1.64758526624233e-07	Inf	0.953556906269007	2.15885759806076e-05	0	3.16671850884231	9	0.477031875	HCT116	PACLITAXEL	0.545786042959736
Paclitaxel	DOHH-2	Lymph Node	11b	72	17	-5.522879	0.489222222222222	0.521094768184889	-0.031	0.0455631080000001	-0.0328356401722507	4.63444193183595e-08	4.57586067426499e-08	0.999403701876392	5.17752315209881e-12	0	5	9	0.477031875	DOHH2	PACLITAXEL	-0.0328285741326571
Paclitaxel	HT-29	Colon	11b	72	30	-5.522879	0.551111111111111	0.525340099077778	0.0900000000000001	0.220285966666667	0.0865088964861775	1.3758570337774e-08	1.42979275597897e-08	0.996836612732629	1.78046429104507e-09	0	4.94041327423091	9	0.477031875	HT29	PACLITAXEL	0.0865089178525258
Paclitaxel	LoVo	Colon	11b	72	28	-5.522879	0.422888888888889	0.597739747397222	0.208	0.271666825	0.219998836180029	2.20833457156783e-08	3.07111825229567e-08	0.994966244809761	9.04945274264298e-09	0	1.7580621092451	9	0.477031875	LOVO	PACLITAXEL	0.223222018088654
Paclitaxel	COLO 205	Colon	11b	72	24	-5.522879	0.584555555555556	0.528910432053333	-0.224	0.0535408119999999	-0.224180989343407	4.4649136272272e-08	4.14607962934274e-08	0.997936051850779	3.9943465297484e-10	0	5	9	0.477031875	COLO205	PACLITAXEL	-0.224174048818343
Paclitaxel	HUP-T3	Pancreas	11b	72	55	-5.522879	0.602444444444444	0.645070563518519	-0.253	0.2754245	-0.208371700215896	3.14694456231878e-08	2.51507344574526e-08	0.987933188410724	1.93007355850323e-07	0	1.55428039318597	9	0.477031875	HUPT3	PACLITAXEL	-0.19217142887188
Paclitaxel	PANC-1	Pancreas	11b	72	36	-5.522879	0.317555555555556	0.727998988772222	0.312	0.4304684725	0.400403993948576	2.59934702293978e-08	4.62365090958869e-08	0.979357320957206	1.26380832073867e-06	0	2.80155890832303	9	0.477031875	PANC1	PACLITAXEL	0.400555443676011
